item_id,timestamp,Atlanta_OrderCount,Atlanta_NumberOfPieces,Atlanta_TotalRevenue,Birmingham_OrderCount,Birmingham_NumberOfPieces,Birmingham_TotalRevenue,Chicago_OrderCount,Chicago_NumberOfPieces,Chicago_TotalRevenue,Dallas_OrderCount,Dallas_NumberOfPieces,Dallas_TotalRevenue,Detroit_OrderCount,Detroit_NumberOfPieces,Detroit_TotalRevenue,Houston_OrderCount,Houston_NumberOfPieces,Houston_TotalRevenue,Los_Angeles_OrderCount,Los_Angeles_NumberOfPieces,Los_Angeles_TotalRevenue,Miami_OrderCount,Miami_NumberOfPieces,Miami_TotalRevenue,Milwaukee_OrderCount,Milwaukee_NumberOfPieces,Milwaukee_TotalRevenue,Minneapolis_OrderCount,Minneapolis_NumberOfPieces,Minneapolis_TotalRevenue,Nashville_OrderCount,Nashville_NumberOfPieces,Nashville_TotalRevenue,New_York_OrderCount,New_York_NumberOfPieces,New_York_TotalRevenue,Sacramento_OrderCount,Sacramento_NumberOfPieces,Sacramento_TotalRevenue,San_Diego_OrderCount,San_Diego_NumberOfPieces,San_Diego_TotalRevenue,San_Francisco_OrderCount,San_Francisco_NumberOfPieces,San_Francisco_TotalRevenue,Seattle_OrderCount,Seattle_NumberOfPieces,Seattle_TotalRevenue,Tampa_Bay_OrderCount,Tampa_Bay_NumberOfPieces,Tampa_Bay_TotalRevenue
item0,2020-01-12T00:00:00,35.0,186.0,3052.530029296875,12.0,72.0,2879.090087890625,91.0,495.0,9523.8603515625,53.0,265.0,4416.1298828125,29.0,126.0,856.47998046875,40.0,200.0,5528.02001953125,26.0,130.0,2309.889892578125,21.0,105.0,1759.1199951171875,58.0,275.0,5445.89990234375,11.0,66.0,1357.7900390625,65.0,349.0,6633.97998046875,45.0,225.0,2392.35009765625,41.0,187.0,4911.60986328125,41.0,189.0,2412.969970703125,42.0,199.0,1614.77001953125,37.0,180.0,3139.530029296875,49.0,239.0,2936.159912109375
item0,2020-01-13T00:00:00,117.0,585.0,12249.9697265625,153.0,852.0,18901.369140625,315.0,1528.0,44960.3203125,373.0,1865.0,33046.80078125,111.0,529.0,5080.06982421875,132.0,660.0,7063.8798828125,62.0,310.0,5325.6201171875,110.0,477.0,8959.16015625,176.0,840.0,13567.7197265625,92.0,404.0,11717.0400390625,193.0,1106.0,20863.5390625,176.0,773.0,9801.7197265625,203.0,1037.0,18745.630859375,199.0,995.0,16969.439453125,188.0,860.0,24170.6796875,282.0,1396.0,18791.259765625,307.0,1535.0,18012.509765625
item0,2020-01-14T00:00:00,260.0,1300.0,25226.109375,0.0,0.0,0.0,539.0,2660.0,72747.7890625,185.0,1001.0,15653.66015625,175.0,990.0,7634.56005859375,279.0,1374.0,33550.46875,358.0,1689.0,46363.78125,172.0,919.0,12562.75,210.0,1050.0,9993.1796875,128.0,696.0,16725.33984375,112.0,641.0,9144.400390625,249.0,1139.0,14653.51953125,150.0,750.0,15302.1201171875,82.0,410.0,2752.360107421875,210.0,1050.0,25393.8203125,169.0,898.0,12983.4404296875,373.0,2048.0,37691.328125
item0,2020-01-15T00:00:00,112.0,601.0,11938.509765625,101.0,533.0,11635.3603515625,225.0,1165.0,24027.640625,72.0,382.0,7902.02001953125,137.0,663.0,12166.33984375,34.0,170.0,1291.6400146484375,145.0,821.0,9331.33984375,50.0,262.0,8334.5400390625,138.0,710.0,10785.7802734375,46.0,230.0,6434.5498046875,166.0,779.0,15492.08984375,133.0,693.0,7750.18017578125,78.0,390.0,4524.5,104.0,479.0,6394.81005859375,168.0,905.0,17468.990234375,26.0,130.0,3235.81005859375,94.0,614.0,8968.3603515625
item0,2020-01-16T00:00:00,134.0,706.0,17483.740234375,65.0,321.0,9667.33984375,227.0,1328.0,41614.0390625,97.0,485.0,7411.43994140625,81.0,432.0,3425.77001953125,103.0,536.0,14342.169921875,118.0,637.0,10343.830078125,47.0,235.0,5464.66015625,126.0,594.0,5764.7900390625,28.0,168.0,3456.179931640625,78.0,390.0,10385.259765625,84.0,456.0,5417.759765625,108.0,579.0,10222.4599609375,100.0,441.0,5942.009765625,75.0,388.0,4684.740234375,78.0,314.0,7396.509765625,78.0,389.0,3995.93994140625
item0,2020-01-17T00:00:00,102.0,510.0,16138.349609375,58.0,278.0,2916.52001953125,274.0,1301.0,33810.33984375,146.0,730.0,12079.650390625,137.0,705.0,4934.39990234375,78.0,390.0,3771.489990234375,131.0,612.0,19142.8203125,56.0,300.0,4843.25,132.0,625.0,9697.169921875,28.0,140.0,2880.14990234375,131.0,640.0,11462.6298828125,111.0,571.0,6842.2998046875,154.0,770.0,16887.26953125,77.0,385.0,4532.740234375,126.0,570.0,11417.8896484375,26.0,130.0,3235.81005859375,110.0,502.0,5362.89013671875
item0,2020-01-18T00:00:00,42.0,201.0,6970.2099609375,28.0,138.0,3202.419921875,57.0,283.0,6914.77978515625,67.0,335.0,5826.9501953125,48.0,263.0,1959.050048828125,30.0,146.0,1698.8800048828125,48.0,240.0,8304.8603515625,33.0,176.0,2442.449951171875,48.0,234.0,4782.419921875,14.0,70.0,1908.0799560546875,51.0,284.0,5126.9501953125,43.0,210.0,2389.840087890625,29.0,154.0,3358.85009765625,16.0,112.0,751.8599853515625,35.0,200.0,5509.080078125,5.0,20.0,692.6699829101562,47.0,235.0,3172.070068359375
item0,2020-01-19T00:00:00,47.0,235.0,7662.81982421875,41.0,208.0,3706.35009765625,123.0,582.0,16081.5400390625,31.0,172.0,2988.989990234375,60.0,319.0,4966.27001953125,36.0,180.0,5088.740234375,48.0,228.0,8098.7099609375,21.0,105.0,1759.1199951171875,39.0,209.0,3158.610107421875,25.0,132.0,3316.02001953125,35.0,170.0,3393.25,50.0,269.0,2874.830078125,20.0,100.0,1137.8399658203125,25.0,125.0,1535.1600341796875,31.0,177.0,6291.81005859375,52.0,258.0,4349.85986328125,65.0,340.0,7322.60986328125
item0,2020-01-20T00:00:00,206.0,1075.0,33002.37109375,190.0,774.0,8023.77978515625,190.0,1046.0,21018.439453125,411.0,2017.0,35914.0390625,190.0,1033.0,23385.359375,110.0,550.0,5999.2998046875,194.0,876.0,30513.390625,61.0,305.0,9705.75,342.0,1941.0,22921.8203125,128.0,640.0,15573.2802734375,291.0,1226.0,27629.51953125,176.0,811.0,11015.6103515625,274.0,1572.0,22054.189453125,118.0,518.0,10151.9404296875,386.0,1847.0,28079.5703125,282.0,1357.0,18008.880859375,241.0,1055.0,23009.2890625
item0,2020-01-21T00:00:00,215.0,1302.0,20324.439453125,66.0,302.0,11247.009765625,376.0,1880.0,38525.51953125,191.0,1028.0,20822.529296875,177.0,841.0,17994.810546875,222.0,1062.0,10993.349609375,259.0,1395.0,20224.859375,97.0,558.0,3919.909912109375,235.0,1194.0,18296.41015625,92.0,460.0,12869.099609375,112.0,479.0,7142.52978515625,141.0,708.0,7863.33984375,167.0,789.0,26042.060546875,281.0,1405.0,19721.80078125,174.0,826.0,9651.83984375,146.0,836.0,19042.169921875,238.0,1256.0,26366.16015625
item0,2020-01-22T00:00:00,57.0,329.0,13053.490234375,26.0,130.0,1972.6800537109375,264.0,1416.0,40979.05078125,93.0,425.0,9028.9697265625,87.0,435.0,3632.2099609375,126.0,610.0,15429.400390625,166.0,797.0,22481.740234375,49.0,245.0,5107.64990234375,206.0,995.0,14639.509765625,28.0,112.0,2304.1201171875,95.0,475.0,9003.2998046875,87.0,363.0,5357.85009765625,89.0,471.0,9024.41015625,117.0,585.0,7275.89013671875,169.0,845.0,14987.599609375,64.0,320.0,6129.759765625,112.0,560.0,12398.0400390625
item0,2020-01-23T00:00:00,90.0,409.0,6186.18994140625,26.0,118.0,1796.77001953125,250.0,1280.0,33023.1484375,73.0,346.0,7170.14990234375,110.0,583.0,3818.820068359375,113.0,555.0,14914.58984375,192.0,1007.0,29150.939453125,85.0,425.0,5890.10986328125,114.0,550.0,8414.5498046875,28.0,140.0,2880.14990234375,90.0,473.0,11782.759765625,70.0,352.0,3885.159912109375,67.0,335.0,3644.840087890625,41.0,164.0,1100.93994140625,75.0,334.0,4414.1298828125,31.0,191.0,2678.72998046875,131.0,689.0,8984.25
item0,2020-01-24T00:00:00,44.0,220.0,10069.650390625,19.0,114.0,1711.3399658203125,182.0,957.0,15509.330078125,146.0,768.0,12760.349609375,144.0,708.0,11074.6103515625,69.0,378.0,5365.419921875,218.0,1117.0,25595.9296875,0.0,0.0,0.0,143.0,801.0,8900.4697265625,46.0,212.0,5723.669921875,103.0,515.0,11337.9404296875,123.0,653.0,8362.9501953125,89.0,429.0,7740.97998046875,40.0,200.0,2743.14990234375,55.0,303.0,12810.4501953125,101.0,549.0,6829.91015625,174.0,942.0,18486.830078125
item0,2020-01-25T00:00:00,30.0,150.0,2393.820068359375,20.0,118.0,2950.639892578125,111.0,562.0,15282.169921875,42.0,217.0,4443.7001953125,48.0,258.0,4871.5498046875,46.0,230.0,2716.050048828125,51.0,261.0,8879.4599609375,33.0,179.0,2372.550048828125,45.0,222.0,3119.6201171875,18.0,90.0,2513.760009765625,70.0,389.0,8173.83984375,32.0,153.0,1818.4100341796875,33.0,176.0,3359.360107421875,41.0,239.0,3139.06005859375,15.0,60.0,789.6799926757812,20.0,110.0,2864.780029296875,29.0,133.0,997.280029296875
item0,2020-01-26T00:00:00,36.0,180.0,2906.5400390625,34.0,177.0,1689.1300048828125,98.0,505.0,12735.2998046875,43.0,199.0,3087.81005859375,66.0,325.0,4976.31982421875,16.0,68.0,955.97998046875,46.0,244.0,8780.2900390625,7.0,35.0,1454.8299560546875,28.0,148.0,1511.0999755859375,18.0,90.0,2513.760009765625,32.0,160.0,2680.68994140625,32.0,160.0,2153.0400390625,34.0,161.0,2632.27001953125,30.0,150.0,1764.5999755859375,54.0,237.0,4496.259765625,17.0,85.0,1599.449951171875,29.0,115.0,2110.25
item0,2020-01-27T00:00:00,244.0,1292.0,33369.08984375,204.0,1020.0,19156.7890625,370.0,1850.0,41919.62109375,257.0,1362.0,26164.66015625,360.0,1933.0,27386.830078125,242.0,1168.0,13800.98046875,244.0,1299.0,19394.5,209.0,1140.0,19031.94921875,416.0,2016.0,26823.1796875,56.0,168.0,3456.179931640625,334.0,1820.0,36453.578125,169.0,779.0,9986.0703125,172.0,888.0,17837.580078125,128.0,640.0,7853.7998046875,191.0,1011.0,30076.3203125,109.0,627.0,16851.33984375,290.0,1398.0,17924.390625
item0,2020-01-28T00:00:00,151.0,827.0,14551.1103515625,139.0,695.0,16882.2890625,405.0,2189.0,67342.953125,258.0,1290.0,22706.849609375,121.0,700.0,5528.490234375,126.0,735.0,8146.990234375,242.0,1086.0,35925.37109375,113.0,565.0,8354.6396484375,365.0,1888.0,18343.0,92.0,460.0,12869.099609375,112.0,560.0,8143.47021484375,299.0,1425.0,16709.26953125,173.0,865.0,15360.0302734375,163.0,734.0,7196.259765625,280.0,1366.0,27553.75,235.0,1175.0,18562.029296875,92.0,460.0,18068.939453125
item0,2020-01-29T00:00:00,156.0,713.0,18960.310546875,65.0,376.0,8301.7900390625,204.0,972.0,32004.130859375,0.0,0.0,0.0,145.0,766.0,12000.7998046875,33.0,165.0,2362.47998046875,115.0,575.0,9255.330078125,54.0,234.0,3027.06005859375,56.0,336.0,1716.5999755859375,46.0,212.0,3961.820068359375,15.0,75.0,1518.77001953125,102.0,596.0,7503.6298828125,113.0,565.0,5265.31982421875,77.0,385.0,4532.740234375,94.0,461.0,3342.25,27.0,135.0,3825.3701171875,137.0,730.0,17531.7109375
item0,2020-01-30T00:00:00,160.0,778.0,20786.560546875,55.0,275.0,3170.179931640625,268.0,1357.0,35310.171875,114.0,570.0,9739.669921875,89.0,472.0,3022.81005859375,31.0,134.0,1157.050048828125,125.0,508.0,6119.7900390625,54.0,270.0,4523.4599609375,110.0,530.0,3687.10009765625,28.0,112.0,2304.1201171875,40.0,200.0,2471.449951171875,106.0,548.0,6257.7001953125,100.0,539.0,11479.9296875,81.0,405.0,4119.330078125,98.0,478.0,4826.89990234375,135.0,701.0,11669.3095703125,82.0,387.0,9226.3896484375
item0,2020-01-31T00:00:00,93.0,448.0,10653.990234375,101.0,519.0,10586.009765625,234.0,1203.0,31558.390625,136.0,642.0,11031.740234375,60.0,259.0,2283.469970703125,93.0,488.0,13856.2998046875,146.0,705.0,20214.640625,61.0,325.0,6792.41015625,132.0,692.0,9625.9404296875,18.0,90.0,3554.39990234375,114.0,590.0,13740.6298828125,53.0,229.0,2319.169921875,39.0,206.0,3208.449951171875,104.0,560.0,7218.68017578125,114.0,543.0,13095.66015625,91.0,469.0,10439.990234375,96.0,457.0,9959.6796875
item0,2020-02-01T00:00:00,56.0,271.0,7562.669921875,41.0,217.0,4469.31982421875,113.0,620.0,16033.259765625,28.0,124.0,2511.989990234375,30.0,150.0,3531.6201171875,35.0,193.0,2373.919921875,30.0,162.0,2518.050048828125,12.0,60.0,1689.5899658203125,29.0,145.0,1116.239990234375,25.0,107.0,2536.81005859375,70.0,354.0,7221.52001953125,32.0,160.0,1832.800048828125,60.0,308.0,6673.6201171875,25.0,150.0,1842.1800537109375,52.0,251.0,1824.260009765625,37.0,158.0,2730.1298828125,44.0,195.0,4493.10986328125
item0,2020-02-02T00:00:00,56.0,263.0,7104.1298828125,41.0,221.0,3855.429931640625,69.0,298.0,6155.91015625,36.0,196.0,3280.47998046875,37.0,190.0,4217.93017578125,12.0,44.0,411.0799865722656,59.0,307.0,3913.75,33.0,179.0,2372.550048828125,51.0,258.0,2953.639892578125,11.0,55.0,1131.489990234375,25.0,83.0,1820.5799560546875,32.0,160.0,1979.1300048828125,34.0,156.0,1374.9000244140625,39.0,195.0,2762.7099609375,42.0,200.0,2037.47998046875,42.0,210.0,4146.490234375,40.0,200.0,4896.7099609375
item0,2020-02-03T00:00:00,315.0,1423.0,34929.578125,131.0,655.0,15620.2001953125,449.0,2048.0,33115.87109375,297.0,1477.0,29828.130859375,371.0,1855.0,27162.7890625,173.0,949.0,10876.7998046875,165.0,926.0,13767.8603515625,209.0,1045.0,19551.23046875,293.0,1465.0,16340.4404296875,36.0,180.0,7108.7900390625,184.0,848.0,12564.41015625,191.0,955.0,9808.099609375,93.0,465.0,14039.2197265625,81.0,405.0,5554.8798828125,208.0,1062.0,29037.3203125,117.0,622.0,11757.1103515625,232.0,1130.0,12543.0498046875
item0,2020-02-04T00:00:00,244.0,1154.0,34355.01953125,117.0,533.0,5430.77978515625,376.0,1501.0,31892.189453125,298.0,1452.0,29913.970703125,203.0,1015.0,23270.240234375,63.0,315.0,2610.89990234375,498.0,2571.0,59245.71875,24.0,144.0,2419.10009765625,227.0,1135.0,12545.3798828125,56.0,280.0,5760.31005859375,262.0,1341.0,27757.83984375,306.0,1547.0,18296.189453125,156.0,811.0,17236.509765625,209.0,1091.0,14428.9697265625,128.0,640.0,4934.16015625,109.0,516.0,13523.400390625,313.0,1636.0,35074.1484375
item0,2020-02-05T00:00:00,102.0,510.0,16138.349609375,55.0,275.0,3170.179931640625,175.0,804.0,12753.759765625,147.0,720.0,13617.3798828125,120.0,614.0,11953.91015625,150.0,799.0,18990.369140625,104.0,540.0,20282.01953125,79.0,415.0,10533.41015625,93.0,496.0,11541.4404296875,46.0,248.0,4502.66015625,154.0,792.0,15733.7900390625,70.0,350.0,3989.800048828125,97.0,524.0,7261.14013671875,64.0,297.0,3416.760009765625,127.0,595.0,13569.98046875,56.0,318.0,4385.3701171875,114.0,553.0,7127.18994140625
item0,2020-02-06T00:00:00,63.0,315.0,8521.919921875,40.0,186.0,6170.06982421875,301.0,1592.0,36585.8984375,76.0,380.0,8280.9296875,176.0,839.0,13438.9296875,109.0,538.0,5812.169921875,100.0,478.0,19264.44921875,49.0,196.0,4086.1201171875,171.0,895.0,10521.7001953125,28.0,140.0,2880.14990234375,104.0,534.0,13643.83984375,116.0,536.0,5431.22021484375,147.0,678.0,11540.8798828125,64.0,279.0,3651.659912109375,91.0,405.0,12175.5703125,14.0,70.0,2424.330078125,59.0,295.0,2513.510009765625
item0,2020-02-07T00:00:00,173.0,843.0,21756.470703125,87.0,490.0,4923.97998046875,256.0,1264.0,37174.12890625,204.0,983.0,17022.48046875,155.0,748.0,12360.51953125,77.0,385.0,4480.580078125,116.0,580.0,21436.439453125,85.0,389.0,5733.6201171875,108.0,576.0,8552.150390625,64.0,338.0,8057.06005859375,78.0,376.0,9946.6298828125,165.0,845.0,10287.349609375,62.0,357.0,4713.35009765625,104.0,561.0,6945.27978515625,155.0,767.0,16418.099609375,84.0,420.0,6727.16015625,114.0,532.0,6645.56005859375
item0,2020-02-08T00:00:00,16.0,80.0,1801.3599853515625,14.0,61.0,2419.090087890625,71.0,369.0,12922.9296875,29.0,144.0,2218.139892578125,64.0,346.0,5678.2001953125,24.0,140.0,1551.81005859375,12.0,60.0,1030.760009765625,12.0,60.0,1689.5899658203125,57.0,293.0,4025.909912109375,11.0,55.0,1131.489990234375,35.0,165.0,3332.97998046875,50.0,234.0,2853.52001953125,47.0,221.0,4315.669921875,41.0,221.0,2739.820068359375,50.0,234.0,2146.3798828125,10.0,60.0,1493.449951171875,36.0,180.0,1618.02001953125
item0,2020-02-09T00:00:00,36.0,196.0,4645.27001953125,9.0,45.0,681.5700073242188,78.0,361.0,7042.9599609375,36.0,180.0,2919.2900390625,48.0,229.0,4013.590087890625,45.0,225.0,5555.4599609375,56.0,292.0,3285.409912109375,21.0,105.0,1759.1199951171875,49.0,256.0,2408.090087890625,18.0,90.0,2513.760009765625,49.0,255.0,5571.18017578125,36.0,204.0,2041.18994140625,53.0,260.0,3749.969970703125,41.0,198.0,2724.6298828125,70.0,345.0,6534.64990234375,15.0,75.0,1783.4000244140625,23.0,115.0,1278.239990234375
item0,2020-02-10T00:00:00,98.0,470.0,5153.31005859375,117.0,557.0,5782.60986328125,649.0,3094.0,84207.59375,28.0,140.0,3010.030029296875,79.0,395.0,3172.760009765625,47.0,235.0,3388.39990234375,280.0,1431.0,16520.8203125,99.0,436.0,9573.3798828125,230.0,1150.0,17542.560546875,92.0,460.0,12869.099609375,210.0,1131.0,22491.119140625,141.0,705.0,8095.8701171875,182.0,785.0,14404.2001953125,127.0,635.0,10656.3203125,181.0,1052.0,29400.19921875,80.0,454.0,10669.8798828125,257.0,1285.0,26796.58984375
item0,2020-02-11T00:00:00,270.0,1407.0,36180.46875,117.0,585.0,6219.85986328125,360.0,1866.0,41376.55078125,157.0,785.0,12060.1298828125,258.0,1207.0,20247.08984375,173.0,928.0,10946.259765625,200.0,894.0,37463.75,99.0,495.0,10274.740234375,210.0,1031.0,9782.25,92.0,348.0,10564.9697265625,141.0,734.0,13594.9599609375,176.0,808.0,11248.1396484375,194.0,1060.0,26412.439453125,200.0,918.0,13616.4501953125,152.0,864.0,10969.1904296875,284.0,1420.0,21440.060546875,120.0,600.0,5103.259765625
item0,2020-02-12T00:00:00,71.0,273.0,5192.2099609375,62.0,310.0,3716.75,218.0,1138.0,36640.8984375,135.0,732.0,12136.7998046875,151.0,714.0,10536.9697265625,103.0,494.0,14115.8095703125,116.0,611.0,21969.0,0.0,0.0,0.0,119.0,567.0,7659.22998046875,46.0,248.0,7145.419921875,144.0,746.0,15732.3203125,69.0,328.0,4000.8701171875,111.0,540.0,14428.919921875,64.0,343.0,4437.0498046875,96.0,446.0,4933.08984375,53.0,291.0,7708.33984375,53.0,265.0,2409.300048828125
item0,2020-02-13T00:00:00,63.0,274.0,7598.72021484375,55.0,311.0,3519.0,224.0,1163.0,32720.970703125,149.0,764.0,13350.0595703125,116.0,587.0,4369.60986328125,64.0,320.0,3754.840087890625,117.0,624.0,21568.73046875,77.0,414.0,3858.81005859375,146.0,718.0,9766.0595703125,46.0,202.0,5858.52001953125,64.0,256.0,6553.7001953125,123.0,615.0,8051.669921875,128.0,629.0,5734.06982421875,77.0,349.0,3901.429931640625,122.0,635.0,17014.30078125,39.0,208.0,4917.06005859375,124.0,640.0,5956.68994140625
item0,2020-02-14T00:00:00,156.0,799.0,21226.970703125,26.0,130.0,1972.6800537109375,167.0,835.0,18300.8203125,90.0,414.0,9032.73046875,49.0,245.0,2133.77001953125,113.0,596.0,15309.5,170.0,764.0,18685.01953125,38.0,190.0,7124.990234375,100.0,520.0,8686.3798828125,46.0,258.0,4808.27001953125,131.0,575.0,10777.8095703125,102.0,490.0,6195.72021484375,34.0,181.0,5785.52978515625,0.0,0.0,0.0,148.0,704.0,14174.66015625,84.0,420.0,6727.16015625,158.0,790.0,16923.529296875
