timestamp,Home_Depot_TotalRevenue
2020-07-20,40832.94140625
2020-07-21,72091.4375
2020-07-22,37518.4609375
2020-07-23,25255.359375
2020-07-24,27201.720703125
2020-07-25,7526.93017578125
2020-07-26,8096.7001953125
2020-07-27,52796.30859375
2020-07-28,29608.19921875
2020-07-29,25783.099609375
2020-07-30,21815.880859375
2020-07-31,27616.16015625
2020-08-01,19161.119140625
2020-08-02,9862.8603515625
2020-08-03,78879.84375
2020-08-04,38279.109375
2020-08-05,32029.939453125
2020-08-06,38484.21875
2020-08-07,45564.69140625
2020-08-08,20102.69921875
2020-08-09,18248.580078125
2020-08-10,56299.98828125
2020-08-11,73694.1484375
2020-08-12,58612.171875
2020-08-13,50895.140625
2020-08-14,41642.73828125
2020-08-15,12260.6298828125
2020-08-16,13808.7900390625
2020-08-17,81174.921875
2020-08-18,86556.140625
2020-08-19,15517.7998046875
2020-08-20,37619.640625
2020-08-21,45309.3984375
2020-08-22,10164.2099609375
2020-08-23,16314.1298828125
2020-08-24,73794.1171875
2020-08-25,92296.796875
2020-08-26,43124.87890625
2020-08-27,32597.9609375
2020-08-28,14927.83984375
2020-08-29,16354.58984375
2020-08-30,22839.919921875
2020-08-31,68093.3671875
2020-09-01,56094.1484375
2020-09-02,46186.359375
2020-09-03,44480.4609375
2020-09-04,32355.580078125
2020-09-05,15825.009765625
2020-09-06,21359.900390625
2020-09-07,19058.19921875
2020-09-08,91821.1484375
2020-09-09,47802.58984375
2020-09-10,56217.53125
2020-09-11,57042.12890625
2020-09-12,7527.7001953125
2020-09-13,12667.1796875
2020-09-14,51215.1484375
2020-09-15,63455.37890625
2020-09-16,25721.0703125
2020-09-17,32128.640625
2020-09-18,51659.37109375
2020-09-19,23081.849609375
2020-09-20,12191.8701171875
2020-09-21,98366.8125
2020-09-22,82903.921875
2020-09-23,42643.25
2020-09-24,51796.23828125
2020-09-25,33892.76171875
2020-09-26,17757.080078125
2020-09-27,5667.2001953125
2020-09-28,49168.3984375
2020-09-29,50416.75
2020-09-30,24323.630859375
2020-10-01,16766.7890625
2020-10-02,46840.87109375
2020-10-03,23729.509765625
2020-10-04,17886.26953125
2020-10-05,39955.828125
2020-10-06,65043.19921875
2020-10-07,50486.16015625
2020-10-08,49947.55859375
2020-10-09,62830.0
2020-10-10,26911.16015625
2020-10-11,29401.189453125
2020-10-12,166285.125
2020-10-13,180170.875
2020-10-14,88078.609375
2020-10-15,65179.328125
2020-10-16,45496.03125
2020-10-17,30417.140625
2020-10-18,25578.919921875
2020-10-19,56344.23046875
2020-10-20,131077.828125
2020-10-21,32127.970703125
2020-10-22,43565.83984375
2020-10-23,60850.12109375
2020-10-24,24263.439453125
2020-10-25,21746.580078125
2020-10-26,67505.7734375
2020-10-27,118608.921875
2020-10-28,57234.33984375
2020-10-29,82604.78125
2020-10-30,91305.0703125
2020-10-31,13939.1904296875
2020-11-01,23817.33984375
2020-11-02,140661.234375
2020-11-03,117756.96875
2020-11-04,59638.69140625
2020-11-05,41565.62109375
2020-11-06,53262.421875
2020-11-07,23894.779296875
2020-11-08,34232.5
2020-11-09,92008.3203125
2020-11-10,141087.71875
2020-11-11,86294.8984375
2020-11-12,66479.1484375
2020-11-13,61700.48828125
2020-11-14,15785.1904296875
2020-11-15,18508.58984375
2020-11-16,91979.2265625
2020-11-17,56016.05859375
2020-11-18,47129.71875
2020-11-19,65967.359375
2020-11-20,51010.890625
2020-11-21,20802.66015625
2020-11-22,31324.25
2020-11-23,64616.421875
2020-11-24,104650.671875
2020-11-25,32672.009765625
2020-11-26,0.0
2020-11-27,42861.140625
2020-11-28,20644.94921875
2020-11-29,25295.890625
2020-11-30,131468.5625
2020-12-01,107509.90625
2020-12-02,59588.58984375
2020-12-03,73388.171875
2020-12-04,49774.2109375
2020-12-05,20180.66015625
2020-12-06,23878.859375
2020-12-07,140946.703125
2020-12-08,71850.34375
2020-12-09,40699.3203125
2020-12-10,57122.1796875
2020-12-11,59688.30859375
2020-12-12,24947.05078125
2020-12-13,31818.5703125
2020-12-14,101239.2109375
2020-12-15,73723.2578125
2020-12-16,52714.55859375
2020-12-17,43499.55859375
2020-12-18,69209.671875
2020-12-19,7135.10986328125
2020-12-20,16641.919921875
2020-12-21,131176.765625
2020-12-22,141316.046875
2020-12-23,61784.80859375
2020-12-24,56429.12890625
2020-12-25,0.0
2020-12-26,24786.16015625
2020-12-27,28623.9296875
2020-12-28,78875.9765625
2020-12-29,87536.7265625
2020-12-30,79569.4609375
2020-12-31,74374.7890625
2021-01-01,0.0
2021-01-02,12934.740234375
2021-01-03,27261.150390625
2021-01-04,123008.59375
2021-01-05,133082.34375
2021-01-06,89581.453125
2021-01-07,76904.09375
2021-01-08,52694.98046875
2021-01-09,17992.2890625
2021-01-10,15908.8095703125
2021-01-11,84037.421875
2021-01-12,85529.5
2021-01-13,77071.2265625
2021-01-14,63635.2109375
2021-01-15,66759.75
2021-01-16,26695.44921875
2021-01-17,32107.9609375
2021-01-18,58959.53125
2021-01-19,127546.046875
2021-01-20,62371.03125
2021-01-21,29336.240234375
2021-01-22,92988.453125
2021-01-23,20260.16015625
2021-01-24,28490.16015625
2021-01-25,76730.34375
2021-01-26,155457.015625
2021-01-27,64035.4609375
2021-01-28,80462.3828125
2021-01-29,32956.26953125
2021-01-30,14398.5400390625
2021-01-31,25992.5
2021-02-01,163578.34375
2021-02-02,97017.1171875
2021-02-03,69498.890625
2021-02-04,69115.890625
2021-02-05,88360.3984375
2021-02-06,29297.080078125
2021-02-07,34020.640625
2021-02-08,125324.9765625
2021-02-09,101344.1015625
2021-02-10,48632.671875
2021-02-11,56149.05859375
2021-02-12,56640.078125
2021-02-13,27532.5390625
2021-02-14,28370.130859375
2021-02-15,112139.1015625
2021-02-16,88314.6796875
2021-02-17,71210.3203125
2021-02-18,80437.1484375
2021-02-19,82467.953125
2021-02-20,18506.869140625
2021-02-21,39344.30859375
2021-02-22,95741.5625
2021-02-23,81228.3828125
2021-02-24,71537.109375
2021-02-25,108095.6015625
2021-02-26,74977.1328125
2021-02-27,34827.1015625
2021-02-28,25703.900390625
2021-03-01,115322.953125
2021-03-02,115189.390625
2021-03-03,46876.4296875
2021-03-04,16126.509765625
2021-03-05,45462.8515625
2021-03-06,13971.1796875
2021-03-07,12679.9501953125
2021-03-08,62448.16015625
2021-03-09,76902.7265625
2021-03-10,35373.66015625
2021-03-11,43774.921875
2021-03-12,44064.73828125
2021-03-13,16643.0
2021-03-14,14543.7197265625
2021-03-15,94302.2109375
2021-03-16,43032.140625
2021-03-17,29880.029296875
2021-03-18,40292.6484375
2021-03-19,26786.060546875
2021-03-20,11427.8701171875
2021-03-21,14108.150390625
2021-03-22,50323.01171875
2021-03-23,83832.3984375
2021-03-24,38733.859375
2021-03-25,35166.33984375
2021-03-26,56523.30078125
2021-03-27,17643.5703125
2021-03-28,21397.009765625
2021-03-29,72185.2734375
2021-03-30,81706.640625
2021-03-31,39661.3984375
2021-04-01,36734.19921875
2021-04-02,33850.859375
2021-04-03,15006.8095703125
2021-04-04,7821.58984375
2021-04-05,82590.9921875
2021-04-06,43219.3203125
2021-04-07,37209.30859375
2021-04-08,41474.51171875
2021-04-09,21777.76953125
2021-04-10,14632.650390625
2021-04-11,17094.259765625
2021-04-12,86500.890625
2021-04-13,83945.5625
2021-04-14,37175.73828125
2021-04-15,27674.419921875
2021-04-16,45755.80078125
2021-04-17,13738.599609375
2021-04-18,16737.060546875
2021-04-19,40397.21875
2021-04-20,93962.6484375
2021-04-21,55577.921875
2021-04-22,51439.23828125
2021-04-23,41260.55859375
2021-04-24,9839.01953125
2021-04-25,23604.58984375
2021-04-26,118478.5
2021-04-27,86294.6875
2021-04-28,74368.0234375
2021-04-29,33083.53125
2021-04-30,28239.189453125
2021-05-01,14345.2099609375
2021-05-02,8077.3798828125
2021-05-03,40742.83984375
2021-05-04,66141.078125
2021-05-05,44014.8515625
2021-05-06,33548.0
2021-05-07,24131.189453125
2021-05-08,19148.419921875
2021-05-09,12071.419921875
2021-05-10,49253.53125
2021-05-11,58029.1015625
2021-05-12,38090.30078125
2021-05-13,13061.2998046875
2021-05-14,19448.7109375
2021-05-15,8863.1103515625
2021-05-16,6779.68017578125
2021-05-17,65149.390625
2021-05-18,61501.078125
2021-05-19,29433.140625
2021-05-20,40663.19140625
2021-05-21,25908.990234375
2021-05-22,15282.830078125
2021-05-23,8741.490234375
2021-05-24,71166.2265625
2021-05-25,42081.6484375
2021-05-26,25482.919921875
2021-05-27,18826.330078125
2021-05-28,28531.060546875
2021-05-29,8908.8095703125
2021-05-30,12392.41015625
2021-05-31,82360.2890625
2021-06-01,42201.80859375
2021-06-02,21208.470703125
2021-06-03,35209.8515625
2021-06-04,32040.259765625
2021-06-05,14424.1904296875
2021-06-06,12142.1796875
2021-06-07,96826.71875
2021-06-08,67908.609375
2021-06-09,53494.62109375
2021-06-10,24222.6796875
2021-06-11,35145.48828125
2021-06-12,8919.349609375
2021-06-13,8729.48046875
2021-06-14,69049.9765625
2021-06-15,86660.2109375
2021-06-16,18614.779296875
2021-06-17,48569.6796875
2021-06-18,38498.33984375
2021-06-19,8975.9599609375
2021-06-20,38905.68133788399
2021-06-21,57691.361347729195
2021-06-22,52755.056241420905
2021-06-23,51124.9919098519
2021-06-24,55987.01033512174
2021-06-25,57628.82633302657
2021-06-26,56658.35567323032
2021-06-27,56831.11650097298
2021-06-28,57557.349771308305
2021-06-29,57632.15343037687
2021-06-30,57500.62086578366
2021-07-01,57581.03335034352
2021-07-02,57673.054925689576
2021-07-03,57664.026692911255
2021-07-04,57651.81918866005
2021-07-05,57669.353381478584
2021-07-06,57679.04524300603
2021-07-07,57675.89633979889
2021-07-08,57675.61466453689
2021-07-09,57678.563245384146
2021-07-10,57679.33108138221
2021-07-11,57678.7823694849
2021-07-12,57678.96623316126
2021-07-13,57679.43385444143
2021-07-14,57679.50021586472
2021-07-15,57679.33895251119
2021-07-16,57679.40976538514
2021-07-17,57679.88790772608
2021-07-18,57679.9631884783
2021-07-19,57679.22508892692
2021-07-20,57680.04229083848
2021-07-21,57682.96267358444
2021-07-22,57681.68417579246
2021-07-23,57677.55619111143
2021-07-24,57687.979879410675
2021-07-25,57704.05658345705
2021-07-26,57684.13682975527
2021-07-27,57671.70978446164
2021-07-28,57769.127375737604
2021-07-29,57829.203843072566
2021-07-30,57645.72304871228
2021-07-31,57721.716200455885
2021-08-01,58467.88630254464
2021-08-02,58432.640404208534
2021-08-03,57164.190199573386
2021-08-04,58955.11177956124
2021-08-05,63704.876382386865
2021-08-06,60298.99072383801
2021-08-07,54026.58660414601
2021-08-08,74350.1564103524
2021-08-09,101893.90625
2021-08-10,55639.62890625
2021-08-11,47797.8203125
2021-08-12,45462.1796875
2021-08-13,49719.08984375
2021-08-14,18627.1796875
2021-08-15,12614.8701171875
2021-08-16,19521.25
2021-08-17,52304.640625
2021-08-18,41369.609375
2021-08-19,45775.8203125
2021-08-20,42925.890625
2021-08-21,19885.849609375
2021-08-22,20494.73046875
2021-08-23,99372.2109375
2021-08-24,57648.7890625
2021-08-25,45705.98828125
2021-08-26,42327.87109375
2021-08-27,35342.609375
2021-08-28,28509.779296875
2021-08-29,13867.2900390625
2021-08-30,73173.7421875
2021-08-31,71181.2890625
2021-09-01,59506.671875
2021-09-02,29744.720703125
2021-09-03,29365.580078125
2021-09-04,18282.2890625
2021-09-05,14026.9296875
2021-09-06,79090.84375
2021-09-07,111557.921875
2021-09-08,38881.421875
2021-09-09,32271.240234375
2021-09-10,40454.9296875
2021-09-11,17643.169921875
2021-09-12,15686.759765625
2021-09-13,90331.140625
2021-09-14,20087.7109375
2021-09-15,25973.859375
2021-09-16,49016.51171875
2021-09-17,58921.44140625
2021-09-18,20719.4296875
2021-09-19,21504.3203125
2021-09-20,70084.40625
2021-09-21,114169.9921875
2021-09-22,44821.73046875
2021-09-23,62744.359375
2021-09-24,38415.62890625
2021-09-25,15967.4501953125
2021-09-26,15685.66015625
2021-09-27,81578.6328125
2021-09-28,97800.53125
2021-09-29,22439.16015625
2021-09-30,37416.859375
2021-10-01,65187.44140625
2021-10-02,24766.08984375
2021-10-03,26663.310546875
2021-10-04,152267.703125
2021-10-05,127743.9609375
2021-10-06,48929.58984375
2021-10-07,72318.2890625
2021-10-08,53508.828125
2021-10-09,16885.9609375
2021-10-10,20479.689453125
2021-10-11,153680.5625
2021-10-12,177268.171875
2021-10-13,45386.73046875
2021-10-14,69632.859375
2021-10-15,75138.1796875
2021-10-16,20281.26953125
2021-10-17,25752.060546875
2021-10-18,105722.7421875
2021-10-19,94686.390625
2021-10-20,84771.9296875
2021-10-21,43288.71875
2021-10-22,61313.44921875
2021-10-23,22149.529296875
2021-10-24,22744.599609375
2021-10-25,89286.3125
2021-10-26,124772.609375
2021-10-27,77283.2421875
2021-10-28,77678.59375
2021-10-29,47094.37109375
2021-10-30,30893.19921875
2021-10-31,35087.46875
2021-11-01,120004.2734375
2021-11-02,94116.9375
2021-11-03,66283.78125
2021-11-04,32141.150390625
2021-11-05,50588.609375
2021-11-06,10890.150390625
2021-11-07,37264.1796875
2021-11-08,91588.9765625
2021-11-09,99179.6796875
2021-11-10,59127.9296875
2021-11-11,29270.69921875
2021-11-12,60859.98828125
2021-11-13,17110.419921875
2021-11-14,22376.150390625
2021-11-15,154288.984375
2021-11-16,96507.2890625
2021-11-17,30900.30078125
2021-11-18,97068.0625
2021-11-19,47952.19921875
2021-11-20,25122.640625
2021-11-21,22605.8203125
2021-11-22,195338.3125
2021-11-23,145858.09375
2021-11-24,32279.80078125
2021-11-25,0.0
2021-11-26,9755.5595703125
2021-11-27,20983.970703125
2021-11-28,21597.740234375
2021-11-29,141744.90625
2021-11-30,80715.7109375
2021-12-01,82979.328125
2021-12-02,49552.03125
2021-12-03,82787.546875
2021-12-04,29148.01953125
2021-12-05,19094.990234375
2021-12-06,186616.296875
2021-12-07,138939.34375
2021-12-08,49314.05859375
2021-12-09,77552.046875
2021-12-10,64104.26171875
2021-12-11,36233.828125
2021-12-12,34281.078125
2021-12-13,120056.2734375
2021-12-14,154679.0625
2021-12-15,67352.21875
2021-12-16,49859.21875
2021-12-17,73406.9921875
2021-12-18,19622.73046875
2021-12-19,36431.28325085323
2021-12-20,60279.333284663764
2021-12-21,57346.42791899401
2021-12-22,51999.01518520428
2021-12-23,55681.51063661002
2021-12-24,58271.60091399366
2021-12-25,57244.83303198013
2021-12-26,56856.70340397698
2021-12-27,57548.09161372333
2021-12-28,57752.66749071307
2021-12-29,57565.82337568397
2021-12-30,57575.54896755366
2021-12-31,57679.15012737145
2022-01-01,57683.14363077664
2022-01-02,57657.86980315907
2022-01-03,57668.16388759777
2022-01-04,57681.07898560033
2022-01-05,57678.55818717825
2022-01-06,57676.02597624623
2022-01-07,57678.462987212595
2022-01-08,57679.7812862465
2022-01-09,57679.132284297164
2022-01-10,57678.979456484165
2022-01-11,57679.46907111431
2022-01-12,57679.70255434804
2022-01-13,57679.50343454706
2022-01-14,57679.42045962318
2022-01-15,57680.20190296297
2022-01-16,57680.909266085175
2022-01-17,57679.81905863315
2022-01-18,57680.19693042604
2022-01-19,57686.07144373562
2022-01-20,57687.89094550749
2022-01-21,57679.54476693651
2022-01-22,57691.287295077775
2022-01-23,57731.598115132925
2022-01-24,57720.67102862776
2022-01-25,57674.693742374526
2022-01-26,57818.676341443206
2022-01-27,58047.42588171124
2022-01-28,57829.66463601781
2022-01-29,57716.27736183972
2022-01-30,59044.76167039246
2022-01-31,59985.83240009265
2022-02-01,57885.790240462324
2022-02-02,59172.79317043285
2022-02-03,69362.78071493586
2022-02-04,70160.48986225983
2022-02-05,55552.4446701015
2022-02-06,80746.40053479011
2022-02-07,152260.4375
2022-02-08,114899.9296875
2022-02-09,40161.94140625
2022-02-10,65623.40625
2022-02-11,76729.46875
2022-02-12,26692.580078125
2022-02-13,25184.859375
2022-02-14,136080.8125
2022-02-15,178935.671875
2022-02-16,81004.421875
2022-02-17,79579.1484375
2022-02-18,80603.03125
2022-02-19,33712.3984375
2022-02-20,22224.470703125
2022-02-21,116285.1796875
2022-02-22,118569.2890625
2022-02-23,51109.19140625
2022-02-24,79035.140625
2022-02-25,71652.9609375
2022-02-26,23244.01953125
2022-02-27,13037.2001953125
2022-02-28,57324.390625
2022-03-01,79624.890625
2022-03-02,46776.62109375
2022-03-03,37103.73046875
2022-03-04,52702.53125
2022-03-05,18956.9609375
2022-03-06,25851.419921875
2022-03-07,85311.65625
2022-03-08,84952.71875
2022-03-09,44733.98828125
2022-03-10,56116.78125
2022-03-11,41370.16015625
2022-03-12,17065.150390625
2022-03-13,18712.580078125
2022-03-14,51025.4609375
2022-03-15,136473.578125
2022-03-16,83978.94882375808
2022-03-17,48878.783370425386
2022-03-18,62228.95947771324
2022-03-19,68242.21481674691
2022-03-20,59387.76554396126
2022-03-21,56517.67540500986
2022-03-22,59027.499027339385
2022-03-23,59028.93742222758
2022-03-24,57672.062373011104
2022-03-25,57597.40074179923
2022-03-26,57946.88642711656
2022-03-27,57827.10968341217
2022-03-28,57654.822889828436
2022-03-29,57686.26367658249
2022-03-30,57722.90539657742
2022-03-31,57692.458906108426
2022-04-01,57674.808088538295
2022-04-02,57683.36654366981
2022-04-03,57685.541872865775
2022-04-04,57680.16197210945
2022-04-05,57678.93352713787
2022-04-06,57680.37214435597
2022-04-07,57680.17917773364
2022-04-08,57679.36918646128
2022-04-09,57679.35387125003
2022-04-10,57679.55827698041
2022-04-11,57679.38007860871
2022-04-12,57679.0055723458
2022-04-13,57678.9530687956
2022-04-14,57679.08039049394
2022-04-15,57678.104503026654
2022-04-16,57676.323341535084
2022-04-17,57676.5925492142
2022-04-18,57676.3894582967
2022-04-19,57667.709854415225
2022-04-20,57658.397731585035
2022-04-21,57663.94319990391
2022-04-22,57651.88791369733
2022-04-23,57583.794894656596
2022-04-24,57548.016139567415
2022-04-25,57592.01164375957
2022-04-26,57419.954860720274
2022-04-27,56952.73896805228
2022-04-28,56920.61415997959
2022-04-29,57094.20842364258
2022-04-30,55305.84883411508
2022-05-01,52551.37757218015
2022-05-02,53600.90981704504
2022-05-03,52746.51844744554
2022-05-04,37249.55992300593
2022-05-05,21583.849609375
2022-05-06,35787.9296875
2022-05-07,8788.26953125
2022-05-08,5955.97998046875
2022-05-09,93425.828125
2022-05-10,58194.640625
2022-05-11,34980.01953125
2022-05-12,20485.9296875
2022-05-13,31403.98046875
2022-05-14,12023.3798828125
2022-05-15,18338.30078125
2022-05-16,51270.6796875
2022-05-17,57431.51953125
2022-05-18,44891.26171875
2022-05-19,50589.34955575314
2022-05-20,57660.49325806816
2022-05-21,56918.59621367583
2022-05-22,55728.80336935241
2022-05-23,56971.08848855851
2022-05-24,57726.644883191984
2022-05-25,57462.89910057017
2022-05-26,57404.40523233295
2022-05-27,57621.757889299995
2022-05-28,57681.37775557386
2022-05-29,57634.73787914376
2022-05-30,57644.828468861626
2022-05-31,57676.22881828058
2022-06-01,57677.66638424378
2022-06-02,57671.722641349
2022-06-03,57675.587284213754
2022-06-04,57679.41614160686
2022-06-05,57678.7868016288
2022-06-06,57678.276066968945
2022-06-07,57679.07450187422
2022-06-08,57679.44911714873
2022-06-09,57679.2816017201
2022-06-10,57679.275237197784
2022-06-11,57679.38785437725
2022-06-12,57679.37418232363
2022-06-13,57679.32449083487
2022-06-14,57679.31031380679
2022-06-15,57679.17338734513
2022-06-16,57678.92191552622
2022-06-17,57678.81976399084
2022-06-18,57678.537065874996
2022-06-19,57677.27272918778
2022-06-20,57675.83656781162
2022-06-21,57675.414447518284
2022-06-22,57672.26769756031
2022-06-23,57662.82085079554
2022-06-24,57655.65555484425
2022-06-25,57652.445495630716
2022-06-26,57621.47034418859
2022-06-27,57557.436269325306
2022-06-28,57527.49294812992
2022-06-29,57486.350920440076
2022-06-30,57213.049093032605
2022-07-01,56822.59404641847
2022-07-02,56720.94841173372
2022-07-03,56197.09719535593
2022-07-04,54018.00042043769
2022-07-05,51923.13250946654
2022-07-06,51523.899513365504
2022-07-07,45733.20719249689
2022-07-08,27687.970703125
2022-07-09,20511.369140625
2022-07-10,11473.5
2022-07-11,65229.03125
2022-07-12,33108.71875
2022-07-13,24792.439453125
2022-07-14,43825.26171875
2022-07-15,35328.21875
2022-07-16,15838.8896484375
2022-07-17,10111.33984375
2022-07-18,94035.9609375
2022-07-19,55266.62890625
2022-07-20,38889.98828125
2022-07-21,24883.240234375
2022-07-22,30957.359375
2022-07-23,12284.1103515625
2022-07-24,13252.98046875
2022-07-25,72376.6328125
2022-07-26,69109.5625
2022-07-27,30549.640625
2022-07-28,29478.01953125
2022-07-29,24078.650390625
2022-07-30,9308.1298828125
2022-07-31,11556.599609375
2022-08-01,24806.669921875
2022-08-02,69766.6875
2022-08-03,43933.05078125
2022-08-04,44689.80078125
2022-08-05,43728.5390625
2022-08-06,29840.169921875
2022-08-07,10956.8798828125
2022-08-08,118661.1015625
2022-08-09,68612.8984375
2022-08-10,40844.8203125
2022-08-11,49609.76953125
2022-08-12,37650.2890625
2022-08-13,21481.919921875
2022-08-14,12171.3203125
2022-08-15,92366.9921875
2022-08-16,43419.01171875
2022-08-17,34807.8203125
2022-08-18,38060.44140625
2022-08-19,56142.12109375
2022-08-20,13710.3701171875
2022-08-21,13186.4697265625
2022-08-22,85965.0625
2022-08-23,82680.4609375
2022-08-24,44169.73046875
2022-08-25,54945.6015625
2022-08-26,53815.4609375
2022-08-27,20684.099609375
2022-08-28,27729.73046875
2022-08-29,127866.71875
2022-08-30,90558.4765625
2022-08-31,24658.099609375
2022-09-01,46382.55078125
2022-09-02,29606.310546875
2022-09-03,29566.939453125
2022-09-04,17512.619140625
2022-09-05,106867.78125
2022-09-06,100365.96875
2022-09-07,57664.9609375
2022-09-08,52167.51953125
2022-09-09,34750.62109375
2022-09-10,26164.060546875
2022-09-11,21854.2109375
2022-09-12,101890.046875
2022-09-13,121229.171875
2022-09-14,41722.2109375
2022-09-15,39328.69921875
